Daily averaged kinematic FBC-overflow flux (transport) in Sv

Data references:
Hansen, B., Larsen, K. M. H., Hátún, H., Kristiansen, R., Mortensen, E. Østerhus
Faroe Bank Channel overflow 1995-2015. Havstovan nr. 15-02. Technical report.
http://www.hav.fo/PDF/Ritgerdir/2015/TecRep1502.pdf
Hansen, B., Larsen, K. M. H., Hátún, Østerhus, S. 2016.: A stable Faroe Bank Cha
Ocean Sci., 12, 1205–1220, 2016. www.ocean-sci.net/12/1205/2016/doi:10.5194/os-1
====================
  Year   Mo Da  Flux
1998.936 12  8  1.83
1998.938 12  9  1.55
1998.941 12 10  1.33
1998.944 12 11  1.24
1998.947 12 12  1.61
1998.949 12 13  1.54
1998.952 12 14  1.73
1998.955 12 15  1.29
1998.958 12 16  1.46
1998.960 12 17  1.69
1998.963 12 18  2.12
1998.966 12 19  2.99
1998.968 12 20  3.14
1998.971 12 21  2.84
1998.974 12 22  3.12
1998.977 12 23  2.77
1998.979 12 24  2.29
1998.982 12 25  1.69
1998.985 12 26  2.02
1998.988 12 27  2.50
1998.990 12 28  2.25
1998.993 12 29  2.34
1998.996 12 30  2.40
1998.999 12 31  2.52
1999.001  1  1  1.97
1999.004  1  2  1.65
1999.007  1  3  1.74
1999.010  1  4  1.82
1999.012  1  5  2.08
1999.015  1  6  2.50
1999.018  1  7  2.72
1999.021  1  8  2.87
1999.023  1  9  3.11
1999.026  1 10  2.73
1999.029  1 11  2.43
1999.032  1 12  2.30
1999.034  1 13  1.94
1999.037  1 14  1.52
1999.040  1 15  1.21
1999.042  1 16  0.86
1999.045  1 17  0.90
1999.048  1 18  1.37
1999.051  1 19  1.52
1999.053  1 20  1.38
1999.056  1 21  1.59
1999.059  1 22  1.81
1999.062  1 23  1.78
1999.064  1 24  1.59
1999.067  1 25  1.35
1999.070  1 26  1.35
1999.073  1 27  1.66
1999.075  1 28  1.88
1999.078  1 29  1.51
1999.081  1 30  1.61
1999.084  1 31  2.13
1999.086  2  1  1.96
1999.089  2  2  1.86
1999.092  2  3  1.57
1999.095  2  4  1.48
1999.097  2  5  1.39
1999.100  2  6  1.42
1999.103  2  7  1.17
1999.105  2  8  1.12
1999.108  2  9  1.15
1999.111  2 10  1.28
1999.114  2 11  1.36
1999.116  2 12  1.41
1999.119  2 13  1.23
1999.122  2 14  1.09
1999.125  2 15  1.04
1999.127  2 16  1.29
1999.130  2 17  1.51
1999.133  2 18  1.55
1999.136  2 19  1.12
1999.138  2 20  0.71
1999.141  2 21  0.58
1999.144  2 22  0.56
1999.147  2 23  1.04
1999.149  2 24  1.78
1999.152  2 25  1.69
1999.155  2 26  1.02
1999.158  2 27  1.53
1999.160  2 28  1.61
1999.163  3  1  1.51
1999.166  3  2  1.48
1999.168  3  3  1.61
1999.171  3  4  1.51
1999.174  3  5  1.30
1999.177  3  6  1.29
1999.179  3  7  1.54
1999.182  3  8  1.97
1999.185  3  9  1.93
1999.188  3 10  2.05
1999.190  3 11  2.44
1999.193  3 12  1.95
1999.196  3 13  1.40
1999.199  3 14  0.99
1999.201  3 15  0.66
1999.204  3 16  0.69
1999.207  3 17  1.37
1999.210  3 18  1.47
1999.212  3 19  1.38
1999.215  3 20  1.36
1999.218  3 21  1.21
1999.221  3 22  1.22
1999.223  3 23  1.04
1999.226  3 24  1.26
1999.229  3 25  1.33
1999.232  3 26  1.36
1999.234  3 27  1.49
1999.237  3 28  1.55
1999.240  3 29  1.21
1999.242  3 30  0.89
1999.245  3 31  0.99
1999.248  4  1  1.25
1999.251  4  2  1.26
1999.253  4  3  1.10
1999.256  4  4  1.35
1999.259  4  5  1.51
1999.262  4  6  1.77
1999.264  4  7  1.58
1999.267  4  8  1.67
1999.270  4  9  1.62
1999.273  4 10  1.51
1999.275  4 11  1.79
1999.278  4 12  2.08
1999.281  4 13  1.57
1999.284  4 14  1.23
1999.286  4 15  1.23
1999.289  4 16  1.18
1999.292  4 17  1.03
1999.295  4 18  1.09
1999.297  4 19  1.16
1999.300  4 20  1.35
1999.303  4 21  1.62
1999.305  4 22  1.90
1999.308  4 23  1.84
1999.311  4 24  2.06
1999.314  4 25  2.60
1999.316  4 26  2.88
1999.319  4 27  2.62
1999.322  4 28  1.81
1999.325  4 29  1.44
1999.327  4 30  1.57
1999.330  5  1  2.11
1999.333  5  2  2.21
1999.336  5  3  2.20
1999.338  5  4  2.55
1999.341  5  5  2.43
1999.344  5  6  2.16
1999.347  5  7  1.60
1999.349  5  8  1.55
1999.352  5  9  1.90
1999.355  5 10  2.58
1999.358  5 11  2.37
1999.360  5 12  1.86
1999.363  5 13  2.44
1999.366  5 14  2.55
1999.368  5 15  2.36
1999.371  5 16  2.13
1999.374  5 17  2.19
1999.377  5 18  1.87
1999.379  5 19  1.65
1999.382  5 20  2.12
1999.385  5 21  2.89
1999.388  5 22  2.60
1999.390  5 23  1.43
1999.393  5 24  1.31
1999.396  5 25  1.78
1999.399  5 26  2.17
1999.401  5 27  1.69
1999.404  5 28  1.52
1999.407  5 29  1.61
1999.410  5 30  2.42
1999.412  5 31  2.41
1999.415  6  1  1.18
1999.418  6  2  0.94
1999.421  6  3  1.61
1999.423  6  4  2.20
1999.426  6  5  2.34
1999.429  6  6  3.10
1999.432  6  7  3.22
1999.434  6  8  2.78
1999.437  6  9  2.41
1999.440  6 10  2.52
1999.442  6 11  2.41
1999.445  6 12  1.97
1999.508  7  5  2.68
1999.511  7  6  1.96
1999.514  7  7  1.79
1999.516  7  8  2.60
1999.519  7  9  3.43
1999.522  7 10  2.75
1999.525  7 11  2.38
1999.527  7 12  2.27
1999.530  7 13  2.07
1999.533  7 14  2.02
1999.536  7 15  2.25
1999.538  7 16  2.08
1999.541  7 17  2.01
1999.544  7 18  2.00
1999.547  7 19  2.29
1999.549  7 20  2.52
1999.552  7 21  2.19
1999.555  7 22  2.33
1999.558  7 23  2.57
1999.560  7 24  2.27
1999.563  7 25  2.13
1999.566  7 26  2.19
1999.568  7 27  2.74
1999.571  7 28  3.47
1999.574  7 29  3.30
1999.577  7 30  3.06
1999.579  7 31  2.66
1999.582  8  1  2.68
1999.585  8  2  2.58
1999.588  8  3  2.65
1999.590  8  4  3.03
1999.593  8  5  2.79
1999.596  8  6  2.85
1999.599  8  7  3.13
1999.601  8  8  2.88
1999.604  8  9  2.36
1999.607  8 10  2.70
1999.610  8 11  2.97
1999.612  8 12  2.65
1999.615  8 13  2.76
1999.618  8 14  2.95
1999.621  8 15  2.48
1999.623  8 16  2.41
1999.626  8 17  2.63
1999.629  8 18  2.62
1999.632  8 19  2.24
1999.634  8 20  2.43
1999.637  8 21  3.88
1999.640  8 22  2.99
1999.642  8 23  2.09
1999.645  8 24  2.53
1999.648  8 25  3.12
1999.651  8 26  3.02
1999.653  8 27  2.58
1999.656  8 28  2.28
1999.659  8 29  2.46
1999.662  8 30  2.36
1999.664  8 31  2.39
1999.667  9  1  2.24
1999.670  9  2  1.73
1999.673  9  3  1.73
1999.675  9  4  2.36
1999.678  9  5  2.36
1999.681  9  6  2.00
1999.684  9  7  2.21
1999.686  9  8  3.01
1999.689  9  9  2.69
1999.692  9 10  1.83
1999.695  9 11  1.86
1999.697  9 12  2.42
1999.700  9 13  2.66
1999.703  9 14  2.17
1999.705  9 15  2.32
1999.708  9 16  2.66
1999.711  9 17  2.40
1999.714  9 18  1.98
1999.716  9 19  1.98
1999.719  9 20  2.12
1999.722  9 21  2.09
1999.725  9 22  2.13
1999.727  9 23  2.19
1999.730  9 24  2.05
1999.733  9 25  2.01
1999.736  9 26  2.20
1999.738  9 27  2.35
1999.741  9 28  2.26
1999.744  9 29  2.23
1999.747  9 30  2.02
1999.749 10  1  1.84
1999.752 10  2  1.81
1999.755 10  3  1.72
1999.758 10  4  1.73
1999.760 10  5  1.95
1999.763 10  6  2.17
1999.766 10  7  2.16
1999.768 10  8  2.06
1999.771 10  9  2.14
1999.774 10 10  2.03
1999.777 10 11  1.91
1999.779 10 12  1.75
1999.782 10 13  1.77
1999.785 10 14  1.80
1999.788 10 15  2.07
1999.790 10 16  2.40
1999.793 10 17  2.50
1999.796 10 18  2.16
1999.799 10 19  1.88
1999.801 10 20  1.79
1999.804 10 21  2.20
1999.807 10 22  2.71
1999.810 10 23  2.74
1999.812 10 24  2.39
1999.815 10 25  2.36
1999.818 10 26  2.07
1999.821 10 27  1.68
1999.823 10 28  1.48
1999.826 10 29  1.46
1999.829 10 30  1.56
1999.832 10 31  1.49
1999.834 11  1  1.36
1999.837 11  2  1.27
1999.840 11  3  1.36
1999.842 11  4  1.29
1999.845 11  5  1.27
1999.848 11  6  1.45
1999.851 11  7  1.63
1999.853 11  8  1.55
1999.856 11  9  1.74
1999.859 11 10  1.87
1999.862 11 11  1.81
1999.864 11 12  1.76
1999.867 11 13  1.77
1999.870 11 14  1.68
1999.873 11 15  1.72
1999.875 11 16  1.95
1999.878 11 17  2.34
1999.881 11 18  2.52
1999.884 11 19  2.36
1999.886 11 20  2.47
1999.889 11 21  2.31
1999.892 11 22  2.10
1999.895 11 23  1.94
1999.897 11 24  1.68
1999.900 11 25  1.59
1999.903 11 26  1.59
1999.905 11 27  1.21
1999.908 11 28  1.61
1999.911 11 29  1.62
1999.914 11 30  1.35
1999.916 12  1  1.36
1999.919 12  2  1.66
1999.922 12  3  1.84
1999.925 12  4  2.31
1999.927 12  5  2.10
1999.930 12  6  1.89
1999.933 12  7  2.02
1999.936 12  8  2.40
1999.938 12  9  2.62
1999.941 12 10  2.52
1999.944 12 11  2.03
1999.947 12 12  2.31
1999.949 12 13  2.50
1999.952 12 14  1.87
1999.955 12 15  1.65
1999.958 12 16  1.54
1999.960 12 17  1.49
1999.963 12 18  1.65
1999.966 12 19  1.70
1999.968 12 20  1.89
1999.971 12 21  2.02
1999.974 12 22  1.71
1999.977 12 23  1.46
1999.979 12 24  1.57
1999.982 12 25  1.52
1999.985 12 26  1.51
1999.988 12 27  1.44
1999.990 12 28  1.49
1999.993 12 29  1.48
1999.996 12 30  1.41
1999.999 12 31  1.48
2000.001  1  1  1.41
2000.004  1  2  1.13
2000.007  1  3  1.27
2000.010  1  4  1.44
2000.012  1  5  1.58
2000.015  1  6  1.68
2000.018  1  7  1.53
2000.020  1  8  1.18
2000.023  1  9  1.29
2000.026  1 10  1.66
2000.029  1 11  1.57
2000.031  1 12  1.45
2000.034  1 13  1.35
2000.037  1 14  1.64
2000.040  1 15  1.52
2000.042  1 16  1.48
2000.045  1 17  1.57
2000.048  1 18  2.02
2000.051  1 19  2.08
2000.053  1 20  1.83
2000.056  1 21  1.70
2000.059  1 22  1.38
2000.061  1 23  1.39
2000.064  1 24  1.39
2000.067  1 25  1.57
2000.070  1 26  1.80
2000.072  1 27  1.82
2000.075  1 28  1.69
2000.078  1 29  1.08
2000.081  1 30  0.72
2000.083  1 31  0.86
2000.086  2  1  0.85
2000.089  2  2  0.78
2000.092  2  3  0.98
2000.094  2  4  1.36
2000.097  2  5  1.50
2000.100  2  6  1.19
2000.102  2  7  1.35
2000.105  2  8  1.60
2000.108  2  9  1.83
2000.111  2 10  1.88
2000.113  2 11  1.38
2000.116  2 12  1.39
2000.119  2 13  1.53
2000.122  2 14  2.24
2000.124  2 15  1.87
2000.127  2 16  1.58
2000.130  2 17  1.43
2000.133  2 18  1.71
2000.135  2 19  2.05
2000.138  2 20  2.23
2000.141  2 21  1.79
2000.143  2 22  1.72
2000.146  2 23  1.64
2000.149  2 24  1.51
2000.152  2 25  1.39
2000.154  2 26  1.33
2000.157  2 27  1.27
2000.160  2 28  0.86
2000.163  2 29  0.80
2000.165  3  1  1.03
2000.168  3  2  1.46
2000.171  3  3  1.50
2000.173  3  4  1.98
2000.176  3  5  1.76
2000.179  3  6  1.10
2000.182  3  7  1.49
2000.184  3  8  2.04
2000.187  3  9  2.53
2000.190  3 10  2.61
2000.193  3 11  2.52
2000.195  3 12  2.55
2000.198  3 13  1.94
2000.201  3 14  1.28
2000.204  3 15  1.05
2000.206  3 16  1.00
2000.209  3 17  1.24
2000.212  3 18  1.46
2000.214  3 19  1.61
2000.217  3 20  1.31
2000.220  3 21  1.30
2000.223  3 22  1.23
2000.225  3 23  1.59
2000.228  3 24  1.69
2000.231  3 25  1.44
2000.234  3 26  1.32
2000.236  3 27  1.84
2000.239  3 28  3.24
2000.242  3 29  2.45
2000.245  3 30  2.38
2000.247  3 31  3.48
2000.250  4  1  2.56
2000.253  4  2  1.99
2000.255  4  3  1.52
2000.258  4  4  1.52
2000.261  4  5  1.74
2000.264  4  6  1.70
2000.266  4  7  1.36
2000.269  4  8  1.17
2000.272  4  9  1.48
2000.275  4 10  2.17
2000.277  4 11  1.72
2000.280  4 12  1.28
2000.283  4 13  1.83
2000.286  4 14  2.22
2000.288  4 15  1.84
2000.291  4 16  1.70
2000.294  4 17  1.89
2000.296  4 18  1.85
2000.299  4 19  1.73
2000.302  4 20  1.89
2000.305  4 21  2.23
2000.307  4 22  2.05
2000.310  4 23  2.17
2000.313  4 24  2.81
2000.316  4 25  2.74
2000.318  4 26  1.50
2000.321  4 27  1.40
2000.324  4 28  2.34
2000.327  4 29  2.11
2000.329  4 30  2.12
2000.332  5  1  2.15
2000.335  5  2  2.11
2000.337  5  3  2.06
2000.340  5  4  2.13
2000.343  5  5  1.92
2000.346  5  6  1.90
2000.348  5  7  2.05
2000.351  5  8  2.08
2000.354  5  9  2.31
2000.357  5 10  2.46
2000.359  5 11  2.85
2000.362  5 12  2.44
2000.365  5 13  1.71
2000.367  5 14  1.66
2000.370  5 15  2.93
2000.373  5 16  2.55
2000.376  5 17  1.46
2000.378  5 18  1.09
2000.381  5 19  1.21
2000.384  5 20  1.17
2000.387  5 21  1.15
2000.389  5 22  1.34
2000.392  5 23  1.50
2000.395  5 24  1.85
2000.398  5 25  2.05
2000.400  5 26  1.73
2000.403  5 27  1.71
2000.406  5 28  1.80
2000.408  5 29  2.04
2000.411  5 30  2.37
2000.414  5 31  2.23
2000.417  6  1  2.08
2000.419  6  2  1.56
2000.422  6  3  1.45
2000.425  6  4  1.97
2000.428  6  5  2.13
2000.430  6  6  2.13
2000.433  6  7  2.15
2000.436  6  8  2.06
2000.439  6  9  2.18
2000.441  6 10  1.92
2000.444  6 11  2.06
2000.447  6 12  2.23
2000.449  6 13  1.89
2000.452  6 14  2.03
2000.455  6 15  3.68
2000.458  6 16  3.22
2000.460  6 17  2.84
2000.463  6 18  2.71
2000.523  7 10  2.15
2000.526  7 11  2.13
2000.529  7 12  2.84
2000.531  7 13  2.65
2000.534  7 14  2.15
2000.537  7 15  2.40
2000.540  7 16  2.64
2000.542  7 17  2.14
2000.545  7 18  1.50
2000.548  7 19  1.57
2000.551  7 20  2.80
2000.553  7 21  3.21
2000.556  7 22  2.99
2000.559  7 23  2.48
2000.561  7 24  2.31
2000.564  7 25  2.10
2000.567  7 26  1.79
2000.570  7 27  2.51
2000.572  7 28  2.54
2000.575  7 29  2.53
2000.578  7 30  2.34
2000.581  7 31  2.67
2000.583  8  1  3.08
2000.586  8  2  3.10
2000.589  8  3  2.87
2000.592  8  4  2.41
2000.594  8  5  2.29
2000.597  8  6  2.35
2000.600  8  7  2.36
2000.602  8  8  2.30
2000.605  8  9  2.58
2000.608  8 10  2.43
2000.611  8 11  2.18
2000.613  8 12  2.19
2000.616  8 13  2.80
2000.619  8 14  2.09
2000.622  8 15  2.11
2000.624  8 16  2.62
2000.627  8 17  2.44
2000.630  8 18  2.25
2000.633  8 19  2.28
2000.635  8 20  2.07
2000.638  8 21  1.66
2000.641  8 22  1.81
2000.643  8 23  2.25
2000.646  8 24  2.05
2000.649  8 25  1.76
2000.652  8 26  1.98
2000.654  8 27  2.75
2000.657  8 28  3.78
2000.660  8 29  3.70
2000.663  8 30  2.92
2000.665  8 31  2.81
2000.668  9  1  2.39
2000.671  9  2  2.04
2000.673  9  3  2.15
2000.676  9  4  2.41
2000.679  9  5  2.30
2000.682  9  6  2.18
2000.684  9  7  1.83
2000.687  9  8  1.50
2000.690  9  9  1.77
2000.693  9 10  2.30
2000.695  9 11  2.56
2000.698  9 12  2.84
2000.701  9 13  2.55
2000.704  9 14  1.85
2000.706  9 15  1.34
2000.709  9 16  1.28
2000.712  9 17  1.66
2000.714  9 18  1.97
2000.717  9 19  1.94
2000.720  9 20  1.78
2000.723  9 21  2.01
2000.725  9 22  2.25
2000.728  9 23  1.99
2000.731  9 24  2.25
2000.734  9 25  2.37
2000.736  9 26  2.71
2000.739  9 27  2.84
2000.742  9 28  2.79
2000.745  9 29  2.34
2000.747  9 30  2.19
2000.750 10  1  2.32
2000.753 10  2  2.25
2000.755 10  3  1.99
2000.758 10  4  2.02
2000.761 10  5  1.91
2000.764 10  6  1.76
2000.766 10  7  1.40
2000.769 10  8  1.18
2000.772 10  9  1.39
2000.775 10 10  1.52
2000.777 10 11  1.77
2000.780 10 12  1.71
2000.783 10 13  1.74
2000.786 10 14  1.28
2000.788 10 15  1.13
2000.791 10 16  0.94
2000.794 10 17  1.16
2000.796 10 18  1.52
2000.799 10 19  1.63
2000.802 10 20  1.71
2000.805 10 21  1.82
2000.807 10 22  1.91
2000.810 10 23  2.00
2000.813 10 24  1.95
2000.816 10 25  1.95
2000.818 10 26  1.77
2000.821 10 27  2.05
2000.824 10 28  2.37
2000.827 10 29  2.71
2000.829 10 30  2.30
2000.832 10 31  2.02
2000.835 11  1  2.06
2000.837 11  2  1.82
2000.840 11  3  1.71
2000.843 11  4  1.67
2000.846 11  5  1.57
2000.848 11  6  1.62
2000.851 11  7  2.13
2000.854 11  8  2.17
2000.857 11  9  1.78
2000.859 11 10  1.81
2000.862 11 11  2.43
2000.865 11 12  2.44
2000.867 11 13  2.02
2000.870 11 14  1.72
2000.873 11 15  1.86
2000.876 11 16  1.94
2000.878 11 17  1.97
2000.881 11 18  1.84
2000.884 11 19  1.63
2000.887 11 20  1.73
2000.889 11 21  1.80
2000.892 11 22  1.78
2000.895 11 23  1.64
2000.898 11 24  1.50
2000.900 11 25  1.51
2000.903 11 26  1.44
2000.906 11 27  1.34
2000.908 11 28  1.30
2000.911 11 29  1.48
2000.914 11 30  1.60
2000.917 12  1  1.77
2000.919 12  2  1.86
2000.922 12  3  2.14
2000.925 12  4  2.38
2000.928 12  5  2.53
2000.930 12  6  2.40
2000.933 12  7  2.57
2000.936 12  8  2.54
2000.939 12  9  2.81
2000.941 12 10  2.98
2000.944 12 11  2.84
2000.947 12 12  2.64
2000.949 12 13  2.73
2000.952 12 14  2.85
2000.955 12 15  2.96
2000.958 12 16  2.80
2000.960 12 17  2.37
2000.963 12 18  2.30
2000.966 12 19  2.42
2000.969 12 20  2.79
2000.971 12 21  3.14
2000.974 12 22  2.99
2000.977 12 23  2.83
2000.980 12 24  3.15
2000.982 12 25  3.32
2000.985 12 26  2.73
2000.988 12 27  2.42
2000.990 12 28  2.47
2000.993 12 29  2.60
2000.996 12 30  2.56
2000.999 12 31  2.40
2001.001  1  1  2.47
2001.004  1  2  2.39
2001.007  1  3  2.50
2001.010  1  4  2.22
2001.012  1  5  1.97
2001.015  1  6  2.11
2001.018  1  7  2.37
2001.021  1  8  2.27
2001.023  1  9  1.91
2001.026  1 10  1.88
2001.029  1 11  2.22
2001.032  1 12  3.02
2001.034  1 13  3.20
2001.037  1 14  2.13
2001.040  1 15  1.66
2001.042  1 16  1.83
2001.045  1 17  2.12
2001.048  1 18  2.11
2001.051  1 19  2.02
2001.053  1 20  2.17
2001.056  1 21  2.52
2001.059  1 22  1.95
2001.062  1 23  1.97
2001.064  1 24  2.21
2001.067  1 25  2.60
2001.070  1 26  2.57
2001.073  1 27  2.55
2001.075  1 28  2.71
2001.078  1 29  2.77
2001.081  1 30  2.62
2001.084  1 31  2.58
2001.086  2  1  3.05
2001.089  2  2  2.20
2001.092  2  3  2.15
2001.095  2  4  2.88
2001.097  2  5  2.99
2001.100  2  6  2.68
2001.103  2  7  2.28
2001.105  2  8  2.17
2001.108  2  9  2.28
2001.111  2 10  2.67
2001.114  2 11  2.63
2001.116  2 12  1.99
2001.119  2 13  2.06
2001.122  2 14  2.13
2001.125  2 15  2.40
2001.127  2 16  2.01
2001.130  2 17  1.38
2001.133  2 18  2.27
2001.136  2 19  2.22
2001.138  2 20  2.28
2001.141  2 21  1.84
2001.144  2 22  2.07
2001.147  2 23  2.25
2001.149  2 24  2.49
2001.152  2 25  2.56
2001.155  2 26  2.07
2001.158  2 27  1.63
2001.160  2 28  1.40
2001.163  3  1  1.47
2001.166  3  2  1.66
2001.168  3  3  1.64
2001.171  3  4  1.86
2001.174  3  5  1.47
2001.177  3  6  1.38
2001.179  3  7  2.04
2001.182  3  8  2.03
2001.185  3  9  1.55
2001.188  3 10  1.24
2001.190  3 11  1.31
2001.193  3 12  1.36
2001.196  3 13  1.45
2001.199  3 14  1.77
2001.201  3 15  2.21
2001.204  3 16  2.16
2001.207  3 17  1.72
2001.210  3 18  1.45
2001.212  3 19  1.77
2001.215  3 20  1.86
2001.218  3 21  1.95
2001.221  3 22  2.33
2001.223  3 23  2.97
2001.226  3 24  2.90
2001.229  3 25  2.71
2001.232  3 26  2.85
2001.234  3 27  2.36
2001.237  3 28  1.24
2001.240  3 29  0.81
2001.242  3 30  0.99
2001.245  3 31  1.25
2001.248  4  1  1.16
2001.251  4  2  1.19
2001.253  4  3  1.53
2001.256  4  4  1.57
2001.259  4  5  1.98
2001.262  4  6  2.29
2001.264  4  7  1.93
2001.267  4  8  1.74
2001.270  4  9  1.82
2001.273  4 10  2.15
2001.275  4 11  2.51
2001.278  4 12  2.67
2001.281  4 13  2.26
2001.284  4 14  1.72
2001.286  4 15  1.52
2001.289  4 16  2.19
2001.292  4 17  2.76
2001.295  4 18  2.30
2001.297  4 19  2.31
2001.300  4 20  2.98
2001.303  4 21  2.49
2001.305  4 22  1.49
2001.308  4 23  0.82
2001.311  4 24  1.48
2001.314  4 25  1.94
2001.316  4 26  2.20
2001.319  4 27  2.14
2001.322  4 28  2.20
2001.325  4 29  2.47
2001.327  4 30  2.63
2001.330  5  1  1.86
2001.333  5  2  1.35
2001.336  5  3  1.31
2001.338  5  4  1.83
2001.341  5  5  2.22
2001.344  5  6  2.41
2001.347  5  7  2.23
2001.349  5  8  2.47
2001.352  5  9  3.39
2001.355  5 10  2.90
2001.358  5 11  1.70
2001.360  5 12  1.95
2001.363  5 13  2.47
2001.366  5 14  2.32
2001.368  5 15  2.51
2001.371  5 16  3.07
2001.374  5 17  4.12
2001.377  5 18  3.82
2001.379  5 19  2.76
2001.382  5 20  2.97
2001.385  5 21  2.95
2001.388  5 22  1.74
2001.390  5 23  1.59
2001.393  5 24  1.96
2001.396  5 25  3.03
2001.399  5 26  2.67
2001.401  5 27  1.88
2001.404  5 28  2.20
2001.407  5 29  2.74
2001.410  5 30  1.95
2001.412  5 31  1.58
2001.415  6  1  1.63
2001.418  6  2  1.81
2001.421  6  3  1.77
2001.423  6  4  1.90
2001.426  6  5  2.02
2001.429  6  6  1.80
2001.432  6  7  1.40
2001.434  6  8  1.39
2001.437  6  9  1.65
2001.440  6 10  1.97
2001.442  6 11  2.09
2001.445  6 12  2.24
2001.448  6 13  2.09
2001.451  6 14  2.12
2001.453  6 15  2.30
2001.519  7  9  2.05
2001.522  7 10  2.51
2001.525  7 11  2.51
2001.527  7 12  2.18
2001.530  7 13  2.03
2001.533  7 14  2.12
2001.536  7 15  2.24
2001.538  7 16  2.33
2001.541  7 17  2.83
2001.544  7 18  2.54
2001.547  7 19  2.40
2001.549  7 20  2.57
2001.552  7 21  2.51
2001.555  7 22  1.97
2001.558  7 23  2.10
2001.560  7 24  2.26
2001.563  7 25  2.41
2001.566  7 26  2.38
2001.568  7 27  2.35
2001.571  7 28  2.16
2001.574  7 29  1.80
2001.577  7 30  1.45
2001.579  7 31  2.09
2001.582  8  1  2.85
2001.585  8  2  2.45
2001.588  8  3  1.97
2001.590  8  4  1.94
2001.593  8  5  1.90
2001.596  8  6  1.93
2001.599  8  7  1.99
2001.601  8  8  2.34
2001.604  8  9  2.58
2001.607  8 10  2.36
2001.610  8 11  2.05
2001.612  8 12  2.01
2001.615  8 13  2.15
2001.618  8 14  2.17
2001.621  8 15  2.03
2001.623  8 16  1.82
2001.626  8 17  1.76
2001.629  8 18  2.06
2001.632  8 19  2.18
2001.634  8 20  2.37
2001.637  8 21  2.81
2001.640  8 22  2.82
2001.642  8 23  2.68
2001.645  8 24  2.63
2001.648  8 25  2.41
2001.651  8 26  2.37
2001.653  8 27  2.23
2001.656  8 28  2.60
2001.659  8 29  2.12
2001.662  8 30  1.75
2001.664  8 31  2.23
2001.667  9  1  2.79
2001.670  9  2  3.06
2001.673  9  3  3.02
2001.675  9  4  2.46
2001.678  9  5  1.69
2001.681  9  6  1.65
2001.684  9  7  1.91
2001.686  9  8  1.97
2001.689  9  9  1.93
2001.692  9 10  1.95
2001.695  9 11  1.89
2001.697  9 12  2.43
2001.700  9 13  1.99
2001.703  9 14  1.99
2001.705  9 15  2.50
2001.708  9 16  2.80
2001.711  9 17  2.77
2001.714  9 18  2.57
2001.716  9 19  2.40
2001.719  9 20  2.17
2001.722  9 21  1.83
2001.725  9 22  2.01
2001.727  9 23  2.33
2001.730  9 24  2.77
2001.733  9 25  2.51
2001.736  9 26  2.27
2001.738  9 27  3.04
2001.741  9 28  3.81
2001.744  9 29  3.71
2001.747  9 30  2.92
2001.749 10  1  2.48
2001.752 10  2  2.04
2001.755 10  3  1.95
2001.758 10  4  2.79
2001.760 10  5  3.33
2001.763 10  6  2.49
2001.766 10  7  2.19
2001.768 10  8  2.65
2001.771 10  9  2.46
2001.774 10 10  2.24
2001.777 10 11  1.87
2001.779 10 12  1.84
2001.782 10 13  2.53
2001.785 10 14  2.84
2001.788 10 15  2.54
2001.790 10 16  2.17
2001.793 10 17  2.04
2001.796 10 18  2.38
2001.799 10 19  2.24
2001.801 10 20  2.07
2001.804 10 21  2.26
2001.807 10 22  2.36
2001.810 10 23  2.50
2001.812 10 24  2.49
2001.815 10 25  2.71
2001.818 10 26  2.45
2001.821 10 27  2.51
